Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
219,BLENDERBOT,I am curious. What types can Anonymous have . ,I have a dog and he 's my best friend.,"thing, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living?  I 'm an accountant  I 'm an accountant what about you?  Do you have any pets? I am curious. What types can Anonymous have . ", i  have  a  dog  and  he  is  my  best  friend ,0.7999778688070365,0.9877901434898376,,,,,,,,,
220,Anonymous,I have a dog and he 's my best friend.,I am curious. What types can Anonymous have . I am curious. What types of Instance like dog do Instance usually have . ,re! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living?  I 'm an accountant  I 'm an accountant what about you?  Do you have any pets? I am curious. What types can Anonymous have .  I have a dog and he 's my best friend., i  am  curious  what  types  can  he  have ?  i  am  curious  what  types  of  pets ?  what  and  you  animals  have ?  _ ,0.4625409102688233,0.6675837176541487,,,,,,,,,
221,BLENDERBOT,I am curious. What types can Anonymous have . I am curious. What types of Instance like dog do Instance usually have . ,I 'm not sure what type of instances they have,ou do for a living?  I 'm an accountant  I 'm an accountant what about you?  Do you have any pets? I am curious. What types can Anonymous have .  I have a dog and he 's my best friend. I am curious. What types can Anonymous have . I am curious. What types of Instance like dog do Instance usually have . , i  am  not  sure  what  types  of  pet  they  have ,0.6413421125034802,0.7600567787885666,,,,,,,,,
222,Anonymous,I 'm not sure what type of instances they have,,n accountant what about you?  Do you have any pets? I am curious. What types can Anonymous have .  I have a dog and he 's my best friend. I am curious. What types can Anonymous have . I am curious. What types of Instance like dog do Instance usually have .  I 'm not sure what type of instances they have,. ,0.0,0.7106862664222717,,,,,,,,,
223,BLENDERBOT,,I 'm not sure what type of instances they have but I know they can be trained to do a variety of things., accountant what about you?  Do you have any pets? I am curious. What types can Anonymous have .  I have a dog and he 's my best friend. I am curious. What types can Anonymous have . I am curious. What types of Instance like dog do Instance usually have .  I 'm not sure what type of instances they have , i  am  not  sure  what  type  of  instances  they  have .  i  know  they  can  be  trained  to  do  a  lot  of  things ,0.7496618840529624,0.879238899635232,,,,,,,,,
224,Anonymous,I 'm not sure what type of instances they have but I know they can be trained to do a variety of things.,,dog and he 's my best friend. I am curious. What types can Anonymous have . I am curious. What types of Instance like dog do Instance usually have .  I 'm not sure what type of instances they have  I 'm not sure what type of instances they have but I know they can be trained to do a variety of things., i ,0.0,0.10238112509250641,,,,,,,,,
225,BLENDERBOT,,Do you have any pets?,og and he 's my best friend. I am curious. What types can Anonymous have . I am curious. What types of Instance like dog do Instance usually have .  I 'm not sure what type of instances they have  I 'm not sure what type of instances they have but I know they can be trained to do a variety of things. , do  you  have  any  pets ,0.7680598735809326,0.8449751734733582,,,,,,,,,
226,Anonymous,Do you have any pets?,I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,riend. I am curious. What types can Anonymous have . I am curious. What types of Instance like dog do Instance usually have .  I 'm not sure what type of instances they have  I 'm not sure what type of instances they have but I know they can be trained to do a variety of things.  Do you have any pets?,i  have  heard  that . you  told  me  about  it  on  aug  - s .  _ ,0.36144832661375403,0.45368391019292176,,,,,,,,,
227,BLENDERBOT,I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,I have a dog and he 's my best friend.,nstance like dog do Instance usually have .  I 'm not sure what type of instances they have  I 'm not sure what type of instances they have but I know they can be trained to do a variety of things.  Do you have any pets? I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . , i  have  a  dog .  she  is  my  best  friend ,0.5629403561353683,0.8200599074363708,,,,,,,,,
228,Anonymous,I have a dog and he 's my best friend.,I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! . ,ve .  I 'm not sure what type of instances they have  I 'm not sure what type of instances they have but I know they can be trained to do a variety of things.  Do you have any pets? I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend., i  have  heard  this  before bot  told  me  about  it  in  2022  05  03 .  good ! i  am  excited  to  hear  to  know  more  it !  _ ,0.5777095740195364,0.7470925354531833,,,,,,,,,
229,BLENDERBOT,I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! . ,I 'm excited for you too !,o a variety of things.  Do you have any pets? I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! . , i  am  excited  for  you  too ! ,0.6885838034712444,0.8225758501461574,,,,,,,,,
230,Anonymous,I 'm excited for you too !,,you have any pets? I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! .  I 'm excited for you too !,! ,0.0043005673214793205,0.6164507269859314,,,,,,,,,
231,BLENDERBOT,,It 's going to be a lot of work,ou have any pets? I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! .  I 'm excited for you too ! , it  is  going  to  be  a  lot  of  fun ,0.7444675914529297,0.9414661063088311,,,,,,,,,
232,Anonymous,It 's going to be a lot of work,,his before. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! .  I 'm excited for you too !  It 's going to be a lot of work,! ,0.0,0.7531503438949585,,,,,,,,,
233,BLENDERBOT,,It 's going to be a lot of work but I think it will be worth it.,is before. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! .  I 'm excited for you too !  It 's going to be a lot of work , it  is  going  to  be  a  lot  of  work  but  i  think  it  will  be  worth  it ,0.8431107857648064,0.9448526361409355,,,,,,,,,
234,Anonymous,It 's going to be a lot of work but I think it will be worth it.,,I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! .  I 'm excited for you too !  It 's going to be a lot of work  It 's going to be a lot of work but I think it will be worth it., _ ,0.017471343278884888,0.235670804977417,,,,,,,,,
235,BLENDERBOT,,Do you have any pets?, have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! .  I 'm excited for you too !  It 's going to be a lot of work  It 's going to be a lot of work but I think it will be worth it. , do  you  have  any  pets ,0.6492461442947388,0.7079288125038147,,,,,,,,,
236,Anonymous,Do you have any pets?,Let me ask you something. Has Anonymous know agent? . ,my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! .  I 'm excited for you too !  It 's going to be a lot of work  It 's going to be a lot of work but I think it will be worth it.  Do you have any pets?," let  me  ask  you ,  does  he  been  that    _ ",0.32406837374649267,0.45323443615978415,,,,,,,,,
237,BLENDERBOT,Let me ask you something. Has Anonymous know agent? . ,I have a dog and he 's my best friend.,told me about it in 2022 05 03T00:00:00 . Exciting news! I am excited to get to know about you! .  I 'm excited for you too !  It 's going to be a lot of work  It 's going to be a lot of work but I think it will be worth it.  Do you have any pets? Let me ask you something. Has Anonymous know agent? . , i  have  a  cat .  she  is  my  best  friend ,0.5600139041707735,0.8189072132110595,,,,,,,,,
238,Anonymous,I have a dog and he 's my best friend.,Let me ask you something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have . , . Exciting news! I am excited to get to know about you! .  I 'm excited for you too !  It 's going to be a lot of work  It 's going to be a lot of work but I think it will be worth it.  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend., let  me  ask  you . has  he  know  agent .  i  would  like  to  know what  kind  of  pets ?  what  and  you  pets  have ?  _ ,0.4448737912569885,0.7164173082069114,,,,,,,,,
239,BLENDERBOT,Let me ask you something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have . ,I 'm not sure,o be a lot of work but I think it will be worth it.  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend. Let me ask you something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have . , i  am  not  sure ,0.7228563454118557,0.9089009612798691,,,,,,,,,
240,Anonymous,I 'm not sure,,work but I think it will be worth it.  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend. Let me ask you something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have .  I 'm not sure,. ,0.0,0.6147311329841614,,,,,,,,,
241,BLENDERBOT,,I 'm not sure but I do know that they train dogs to perform a variety of tasks.,ork but I think it will be worth it.  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend. Let me ask you something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have .  I 'm not sure , i  am  not  sure  but  i  do  know  that  people  use  dogs  to  perform  a  lot  of  tasks ,0.679003720663281,0.7942871236138873,,,,,,,,,
242,Anonymous,I 'm not sure but I do know that they train dogs to perform a variety of tasks.,,hing. Has Anonymous know agent? .  I have a dog and he 's my best friend. Let me ask you something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have .  I 'm not sure  I 'm not sure but I do know that they train dogs to perform a variety of tasks.,e ,0.0,0.10764671862125397,,,,,,,,,
243,BLENDERBOT,,Do you have any pets?,ing. Has Anonymous know agent? .  I have a dog and he 's my best friend. Let me ask you something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have .  I 'm not sure  I 'm not sure but I do know that they train dogs to perform a variety of tasks. , do  you  have  any  pets ,0.7684283375740051,0.8409322679042817,,,,,,,,,
244,Anonymous,Do you have any pets?,"I just learned something, I had never heard about I before! . ",agent? .  I have a dog and he 's my best friend. Let me ask you something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have .  I 'm not sure  I 'm not sure but I do know that they train dogs to perform a variety of tasks.  Do you have any pets?,i  just  learned  something  i  have  never  thought  of  that ggy !  _ ,0.38474855142144054,0.5566474600480154,,,,,,,,,
245,BLENDERBOT,"I just learned something, I had never heard about I before! . ",I have a dog and he 's my best friend.," something. Has Anonymous know agent? . I would like to know. What types of Instance like dog do Instance usually have .  I 'm not sure  I 'm not sure but I do know that they train dogs to perform a variety of tasks.  Do you have any pets? I just learned something, I had never heard about I before! . "," i  have  a  dog ,  she  is  my  best  friend ",0.6100250437855721,0.8722471386194229,,,,,,,,,
246,Anonymous,I have a dog and he 's my best friend.,"I just learned something, I had never heard about I before! . If you don't mind me asking. What types of Instance like dog do Instance usually have . "," would like to know. What types of Instance like dog do Instance usually have .  I 'm not sure  I 'm not sure but I do know that they train dogs to perform a variety of tasks.  Do you have any pets? I just learned something, I had never heard about I before! .  I have a dog and he 's my best friend.",i  just  learned  something  i  had  never  heard  about  that  before .  hope  you  would  mind  me .  what  types  of  instance  like  dog  do  i  usually  have .   ,0.7226129737993081,0.876209061096112,,,,,,,,,
247,BLENDERBOT,"I just learned something, I had never heard about I before! . If you don't mind me asking. What types of Instance like dog do Instance usually have . ",Dog Instance is a group that teaches dogs how to perform certain tasks.,"form a variety of tasks.  Do you have any pets? I just learned something, I had never heard about I before! .  I have a dog and he 's my best friend. I just learned something, I had never heard about I before! . If you don't mind me asking. What types of Instance like dog do Instance usually have . ", dog  therapy  is  a  method  that  teaches  dogs  how  to  perform  specific  tasks ,0.6110492165272052,0.7163142091952838,,,,,,,,,
248,Anonymous,Dog Instance is a group that teaches dogs how to perform certain tasks.,,", I had never heard about I before! .  I have a dog and he 's my best friend. I just learned something, I had never heard about I before! . If you don't mind me asking. What types of Instance like dog do Instance usually have .  Dog Instance is a group that teaches dogs how to perform certain tasks.",e ,0.046313583850860596,0.08792278170585632,,,,,,,,,
249,BLENDERBOT,,Do you have any pets?," I had never heard about I before! .  I have a dog and he 's my best friend. I just learned something, I had never heard about I before! . If you don't mind me asking. What types of Instance like dog do Instance usually have .  Dog Instance is a group that teaches dogs how to perform certain tasks. ", do  you  have  any  dogs ,0.7811444401741028,0.8431286096572876,,,,,,,,,
250,Anonymous,Do you have any pets?,This is news to me. I had never heard about pet before! . ,"ut I before! .  I have a dog and he 's my best friend. I just learned something, I had never heard about I before! . If you don't mind me asking. What types of Instance like dog do Instance usually have .  Dog Instance is a group that teaches dogs how to perform certain tasks.  Do you have any pets?", this  is  new  to  me i  had  never  heard  of  i  training .  i ,0.4862604412649359,0.6641402180705752,,,,,,,,,
251,BLENDERBOT,This is news to me. I had never heard about pet before! . ,I have a dog and he 's my best friend.,"st learned something, I had never heard about I before! . If you don't mind me asking. What types of Instance like dog do Instance usually have .  Dog Instance is a group that teaches dogs how to perform certain tasks.  Do you have any pets? This is news to me. I had never heard about pet before! . "," i  have  a  dog ,  she  is  my  best  friend ",0.5734455585479736,0.8300213366746902,,,,,,,,,
252,Anonymous,I have a dog and he 's my best friend.,This is news to me. I had never heard about pet before! . I did not know that! I had never heard about dog before! . , about I before! . If you don't mind me asking. What types of Instance like dog do Instance usually have .  Dog Instance is a group that teaches dogs how to perform certain tasks.  Do you have any pets? This is news to me. I had never heard about pet before! .  I have a dog and he 's my best friend.,this  is  news  to  me i  had  never  heard  about  pet  before !  i  did  not  know  that  i  had  never  heard  about  pet  either .  i ,0.6197882716250779,0.8048434986008538,,,,,,,,,
253,BLENDERBOT,This is news to me. I had never heard about pet before! . I did not know that! I had never heard about dog before! . ,Dogs are man 's best friend.,ce is a group that teaches dogs how to perform certain tasks.  Do you have any pets? This is news to me. I had never heard about pet before! .  I have a dog and he 's my best friend. This is news to me. I had never heard about pet before! . I did not know that! I had never heard about dog before! . , dogs  is  man  '  best  friend ,0.4279448207623015,0.7871391177177429,,,,,,,,,
254,Anonymous,Dogs are man 's best friend.,,gs how to perform certain tasks.  Do you have any pets? This is news to me. I had never heard about pet before! .  I have a dog and he 's my best friend. This is news to me. I had never heard about pet before! . I did not know that! I had never heard about dog before! .  Dogs are man 's best friend.,e ,0.01550056878477335,0.2584320306777954,,,,,,,,,
255,BLENDERBOT,,They were the first species to be domesticated and have been selectively bred over millennia for various behaviors,s how to perform certain tasks.  Do you have any pets? This is news to me. I had never heard about pet before! .  I have a dog and he 's my best friend. This is news to me. I had never heard about pet before! . I did not know that! I had never heard about dog before! .  Dogs are man 's best friend. , dogs  are  the  first  animals  to  be  found  and  have  been  selectively  bred  over  time  for  their  purposes ,0.6461132355034351,0.7640416133734915,,,,,,,,,
256,Anonymous,They were the first species to be domesticated and have been selectively bred over millennia for various behaviors,, have a dog and he 's my best friend. This is news to me. I had never heard about pet before! . I did not know that! I had never heard about dog before! .  Dogs are man 's best friend.  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors,. ,0.0,0.8205021619796753,,,,,,,,,
257,BLENDERBOT,,They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities,have a dog and he 's my best friend. This is news to me. I had never heard about pet before! . I did not know that! I had never heard about dog before! .  Dogs are man 's best friend.  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors ,urs  were  the  first  species  to  be  domest  and  have  been  selectively  bred  over  millennia  for  various  behaviors  and  and ,0.7916285671293736,0.8765962854027748,,,,,,,,,
258,Anonymous,They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities,,out dog before! .  Dogs are man 's best friend.  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities,. ,0.03495180606842041,0.39689508080482483,,,,,,,,,
259,BLENDERBOT,,They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.,ut dog before! .  Dogs are man 's best friend.  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities , they  were  the  first  species  to  be  domest  and  have  been  selectively  bred  over  millennia  for  various  behaviors  sensory  capabilities  and  physical  capabilities ,0.8774633718573529,0.9298236590364705,,,,,,,,,
260,Anonymous,They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.,,s  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes., _ ,0.0,0.32666492462158203,,,,,,,,,
261,BLENDERBOT,,Do you have any pets?,  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes. , do  you  have  any  pets ,0.5952570170164109,0.6972441405057908,,,,,,,,,
262,Anonymous,Do you have any pets?,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets?, i  think you  told  me  about  it  on  aug  - 20 . e ,0.27994312431949836,0.39162194155729735,,,,,,,,,
263,BLENDERBOT,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,I have a dog and he 's my best friend., millennia for various behaviors sensory capabilities  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 . , i  have  a  cat .  she  is  my  best  friend ,0.5334051191806793,0.8012248367071152,,,,,,,,,
264,Anonymous,I have a dog and he 's my best friend.,I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! . ,y capabilities  They were the first species to be domesticated and have been selectively bred over millennia for various behaviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend., i  think bot  told  me  about  it  in  2022  05  03 .  i  did  not  know  that i  am  excited  to  hear  to  know  you  it !  i ,0.587798362331731,0.7123785258403846,,,,,,,,,
265,BLENDERBOT,I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! . ,I 'm excited for you as well !,aviors sensory capabilities and physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! . , i  am  excited  about  you  as  well ! ,0.7350895437557483,0.8783642426133156,,,,,,,,,
266,Anonymous,I 'm excited for you as well !,, physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! .  I 'm excited for you as well !,! ,0.02435833215713501,0.46652400493621826,,,,,,,,,
267,BLENDERBOT,,I 'm sure you 'll have a great time.,physical attributes.  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! .  I 'm excited for you as well ! , i  am  sure  you  will  have  a  great  chat ,0.604726690139311,0.8558009995354546,,,,,,,,,
268,Anonymous,I 'm sure you 'll have a great time.,I am curious. What types of Instance like time do Instance usually have . , pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! .  I 'm excited for you as well !  I 'm sure you 'll have a great time.,i  am  wondering what  kind  of  things  and  what  -  you  like  have ?  i ,0.2769885014121731,0.5779485732316971,,,,,,,,,
269,BLENDERBOT,I am curious. What types of Instance like time do Instance usually have . ,Well, a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! .  I 'm excited for you as well !  I 'm sure you 'll have a great time. I am curious. What types of Instance like time do Instance usually have . ,________________________________________________________________ ,0.0,0.0780162662267685,,,,,,,,,
270,Anonymous,Well,,g and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! .  I 'm excited for you as well !  I 'm sure you 'll have a great time. I am curious. What types of Instance like time do Instance usually have .  Well, i ,0.0,0.13869968056678772,,,,,,,,,
271,BLENDERBOT,,Well it 's basically a program that teaches you how to do a lot of different things., and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . I did not know that! I am excited to get to know about you! .  I 'm excited for you as well !  I 'm sure you 'll have a great time. I am curious. What types of Instance like time do Instance usually have .  Well ,ia  it  is  like  a  class  that  teaches  you  how  to  do  a  bunch  of  different  things ,0.6436792953917414,0.7823214842116132,,,,,,,,,
272,Anonymous,Well it 's basically a program that teaches you how to do a lot of different things.,, . I did not know that! I am excited to get to know about you! .  I 'm excited for you as well !  I 'm sure you 'll have a great time. I am curious. What types of Instance like time do Instance usually have .  Well  Well it 's basically a program that teaches you how to do a lot of different things.,e ,0.050746992230415344,0.23777006566524506,,,,,,,,,
273,BLENDERBOT,,Do you have any pets?,. I did not know that! I am excited to get to know about you! .  I 'm excited for you as well !  I 'm sure you 'll have a great time. I am curious. What types of Instance like time do Instance usually have .  Well  Well it 's basically a program that teaches you how to do a lot of different things. , do  you  have  any  favorite ,0.777414071559906,0.8226582139730454,,,,,,,,,
274,Anonymous,Do you have any pets?,I did not know that! I had never heard about I before! . , I am excited to get to know about you! .  I 'm excited for you as well !  I 'm sure you 'll have a great time. I am curious. What types of Instance like time do Instance usually have .  Well  Well it 's basically a program that teaches you how to do a lot of different things.  Do you have any pets?,i  did  not  know  that i  have  never  heard  of  it  either !  i ,0.4446138035772102,0.6411446194563594,,,,,,,,,
275,BLENDERBOT,I did not know that! I had never heard about I before! . ,I have a dog and he 's my best friend.,r you as well !  I 'm sure you 'll have a great time. I am curious. What types of Instance like time do Instance usually have .  Well  Well it 's basically a program that teaches you how to do a lot of different things.  Do you have any pets? I did not know that! I had never heard about I before! . , i  have  a  cat .  she  is  my  best  friend ,0.5739197358489037,0.84608194231987,,,,,,,,,
276,Anonymous,I have a dog and he 's my best friend.,I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . , a great time. I am curious. What types of Instance like time do Instance usually have .  Well  Well it 's basically a program that teaches you how to do a lot of different things.  Do you have any pets? I did not know that! I had never heard about I before! .  I have a dog and he 's my best friend.,i  did  not  know  that  i  had  never  heard  about  it  either !  it  rings  a  bell you  told  me  about  it  on  aug  at ! .  _ ,0.466752922827644,0.62108856013843,,,,,,,,,
277,BLENDERBOT,I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,Wow,t teaches you how to do a lot of different things.  Do you have any pets? I did not know that! I had never heard about I before! .  I have a dog and he 's my best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,ia ,0.0,0.05635853856801987,,,,,,,,,
278,Anonymous,Wow,,aches you how to do a lot of different things.  Do you have any pets? I did not know that! I had never heard about I before! .  I have a dog and he 's my best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow, i ,0.0,0.10082648694515228,,,,,,,,,
279,BLENDERBOT,,Wow that 's a long time ago.,ches you how to do a lot of different things.  Do you have any pets? I did not know that! I had never heard about I before! .  I have a dog and he 's my best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow , wow  that  was  a  long  time  ago ,0.5942116592611585,0.7715924169336047,,,,,,,,,
280,Anonymous,Wow that 's a long time ago.,,ifferent things.  Do you have any pets? I did not know that! I had never heard about I before! .  I have a dog and he 's my best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow  Wow that 's a long time ago.,e ,0.04211639240384102,0.20088182389736176,,,,,,,,,
281,BLENDERBOT,,I wonder if it 's still around today.,fferent things.  Do you have any pets? I did not know that! I had never heard about I before! .  I have a dog and he 's my best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow  Wow that 's a long time ago. , i  wonder  if  it  is  still  around  today ,0.7093416913767214,0.8702575080096722,,,,,,,,,
282,Anonymous,I wonder if it 's still around today.,, I did not know that! I had never heard about I before! .  I have a dog and he 's my best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow  Wow that 's a long time ago.  I wonder if it 's still around today.,e ,0.05009746178984642,0.24695807695388794,,,,,,,,,
283,BLENDERBOT,,Do you have any pets?,I did not know that! I had never heard about I before! .  I have a dog and he 's my best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow  Wow that 's a long time ago.  I wonder if it 's still around today. , do  you  have  any  pets ,0.7674607157707214,0.8727632641792298,,,,,,,,,
284,Anonymous,Do you have any pets?,If you don't mind me asking. What types can Anonymous have . , had never heard about I before! .  I have a dog and he 's my best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow  Wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?," if  so  would  mind  me , what  pet  do  you  have ?  _ ",0.3133039542903694,0.6361159980297089,,,,,,,,,
285,BLENDERBOT,If you don't mind me asking. What types can Anonymous have . ,I have a dog and he 's my best friend.,y best friend. I did not know that! I had never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow  Wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? If you don't mind me asking. What types can Anonymous have . , i  have  a  cat .  she  is  my  best  friend ,0.5759593188762665,0.8331540584564209,,,,,,,,,
286,Anonymous,I have a dog and he 's my best friend.,If you don't mind me asking. What types can Anonymous have . I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,ad never heard about I before! . That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Wow  Wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? If you don't mind me asking. What types can Anonymous have .  I have a dog and he 's my best friend., if  you  do  mind  me  asking  what  types  can  they  have .  i  never  heard  that . bot  told  me  about  it  in  2022  05  03 .   ,0.6622531465919954,0.8570958684597697,,,,,,,,,
287,BLENDERBOT,If you don't mind me asking. What types can Anonymous have . I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,They can be made from cotton,  I wonder if it 's still around today.  Do you have any pets? If you don't mind me asking. What types can Anonymous have .  I have a dog and he 's my best friend. If you don't mind me asking. What types can Anonymous have . I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,urs  can  be  made  of  a ,0.5033514859775702,0.566011314590772,,,,,,,,,
288,Anonymous,They can be made from cotton,,und today.  Do you have any pets? If you don't mind me asking. What types can Anonymous have .  I have a dog and he 's my best friend. If you don't mind me asking. What types can Anonymous have . I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  They can be made from cotton,. ,0.0,0.23100300133228302,,,,,,,,,
289,BLENDERBOT,,They can be made from cotton rice,nd today.  Do you have any pets? If you don't mind me asking. What types can Anonymous have .  I have a dog and he 's my best friend. If you don't mind me asking. What types can Anonymous have . I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  They can be made from cotton , they  can  be  made  from  brown   ,0.6797006896563939,0.7893629712717873,,,,,,,,,
